,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
154,el-toro-mexican-grill-new-york,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 40.7058516, 'longitude': -74.0122291}",(212) 363-3900,516.0009959095795,MRF4bNFPAyHe2rMS1yZobg,https://s3-media2.fl.yelpcdn.com/bphoto/_mhYUIkcCh6CYDlQf3Mb2w/o.jpg,False,"{'address1': '69 New St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['69 New St', 'New York, NY 10004']}",El Toro Mexican Grill,+12123633900,$,3.0,102,"['pickup', 'delivery']",https://www.yelp.com/biz/el-toro-mexican-grill-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
155,vivi-bubble-tea-new-york-31,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'taiwanese', 'title': 'Taiwanese'}]","{'latitude': 40.7161132862826, 'longitude': -74.004860621059}",(212) 962-0033,864.2932799753074,EsYmapR5ONZEwxuLvyI1-g,https://s3-media3.fl.yelpcdn.com/bphoto/nszhQSN1HvVj1TQW4TzZNQ/o.jpg,False,"{'address1': '325 Broadway', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['325 Broadway', 'New York, NY 10007']}",Vivi Bubble Tea,+12129620033,$,4.0,27,"['delivery', 'pickup']",https://www.yelp.com/biz/vivi-bubble-tea-new-york-31?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
156,ling-kee-beef-jerky-new-york,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'bbq', 'title': 'Barbeque'}]","{'latitude': 40.71466, 'longitude': -73.99148}",(212) 965-1206,1487.576244550752,vgG8hgJbPLKfx-n9TYqCDw,https://s3-media1.fl.yelpcdn.com/bphoto/DyaxxUigYmWBUD9bVfrgfw/o.jpg,False,"{'address1': '42 Canal St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['42 Canal St', 'New York, NY 10002']}",Ling Kee Beef Jerky,+12129651206,$,4.5,153,[],https://www.yelp.com/biz/ling-kee-beef-jerky-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
157,hot-dog-cart-at-south-end-ave-new-york,"[{'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]","{'latitude': 40.7109314570261, 'longitude': -74.0161190947942}",(212) 431-0131,792.5960762038263,aS96CjGeSWXjKEAENvW68w,https://s3-media2.fl.yelpcdn.com/bphoto/zLAE6_CnE0a-Kpjv0mq9cQ/o.jpg,False,"{'address1': '331 South End Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10280', 'country': 'US', 'state': 'NY', 'display_address': ['331 South End Ave', 'New York, NY 10280']}",Hot Dog Cart At South End Ave,+12124310131,$,4.0,24,[],https://www.yelp.com/biz/hot-dog-cart-at-south-end-ave-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
158,fika-new-york-25,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'scandinavian', 'title': 'Scandinavian'}]","{'latitude': 40.70355, 'longitude': -74.01091}",(646) 837-6588,638.9876368730455,78JALrv8Pu9jrfi_dHfMQQ,https://s3-media1.fl.yelpcdn.com/bphoto/1TFr6g5tU3IeRK96iuLGcQ/o.jpg,False,"{'address1': '66 Pearl St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['66 Pearl St', 'New York, NY 10004']}",FIKA,+16468376588,$,3.5,231,"['pickup', 'delivery']",https://www.yelp.com/biz/fika-new-york-25?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
159,kong-sihk-tong-new-york-2,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.71542, 'longitude': -73.99813}",(646) 850-6140,1079.4959009495767,hNFe8WhCibrqT4sFcZmAgw,https://s3-media3.fl.yelpcdn.com/bphoto/pMxpcLWhgNjMMWOkTu9NTA/o.jpg,False,"{'address1': '65 Bayard St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['65 Bayard St', 'New York, NY 10013']}",Kong Sihk Tong,+16468506140,$,4.0,62,[],https://www.yelp.com/biz/kong-sihk-tong-new-york-2?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
160,rays-candy-store-new-york-2,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]","{'latitude': 40.7262776243945, 'longitude': -73.9835707495258}",(212) 505-7609,2804.874807817162,WEC8O6GskyWJVpri_gW3QQ,https://s3-media2.fl.yelpcdn.com/bphoto/4fuISz8jPj6m8dSZ-fx9bQ/o.jpg,False,"{'address1': '113 Avenue A', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['113 Avenue A', 'New York, NY 10009']}",Ray's Candy Store,+12125057609,$,4.5,350,"['pickup', 'delivery']",https://www.yelp.com/biz/rays-candy-store-new-york-2?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
161,shui-mei-cafe-new-york,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.7135318, 'longitude': -73.9948386}",(212) 791-2819,1183.7359628765903,3OT1deSiIYhrcXWJ1sD3wA,https://s3-media3.fl.yelpcdn.com/bphoto/5uAXhazcF_SwEPbJItBBGA/o.jpg,False,"{'address1': '67 E Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['67 E Broadway', 'New York, NY 10002']}",Shui Mei Cafe,+12127912819,$,4.5,33,[],https://www.yelp.com/biz/shui-mei-cafe-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
162,creperie-new-york,"[{'alias': 'creperies', 'title': 'Creperies'}]","{'latitude': 40.7203575, 'longitude': -73.9883391}",(212) 979-5521,2064.8607464352745,ruE5cqNFvkkIgkk0dL5pYA,https://s3-media3.fl.yelpcdn.com/bphoto/YLSbVAHVP5IPwhhttyHiKg/o.jpg,False,"{'address1': '135 Ludlow St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['135 Ludlow St', 'New York, NY 10002']}",Creperie,+12129795521,$,4.0,460,"['delivery', 'pickup']",https://www.yelp.com/biz/creperie-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
163,habana-to-go-new-york,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cuban', 'title': 'Cuban'}]","{'latitude': 40.72292, 'longitude': -73.99418}",(212) 625-2002,1941.0021545729453,VsqHs36uLxhqmjo60r1aJA,https://s3-media4.fl.yelpcdn.com/bphoto/WMyR17SQiP8WeZkjEf4LyA/o.jpg,False,"{'address1': '229 Elizabeth St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['229 Elizabeth St', 'New York, NY 10012']}",Habana To-Go,+12126252002,$,4.0,261,"['pickup', 'delivery']",https://www.yelp.com/biz/habana-to-go-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
164,cuisine-k-new-york,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'korean', 'title': 'Korean'}]","{'latitude': 40.7145575491987, 'longitude': -74.0115081595686}",,757.6716880892772,sN5DM0aBacVUZ1uCrODJbw,https://s3-media1.fl.yelpcdn.com/bphoto/0xyj7ZnK1Na9FzilbGqCWQ/o.jpg,False,"{'address1': '242-258 Greenwich St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['242-258 Greenwich St', 'New York, NY 10007']}",Cuisine K,,$,3.5,12,[],https://www.yelp.com/biz/cuisine-k-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
165,blue-spoon-coffee-new-york,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 40.7143174856901, 'longitude': -74.0067286044359}",(212) 619-7230,642.75135538043,jsjJxd8NzEnl19VM94bbGw,https://s3-media4.fl.yelpcdn.com/bphoto/-k7ibXOrMyz1DSarPzWVYg/o.jpg,False,"{'address1': '76 Chambers St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['76 Chambers St', 'New York, NY 10007']}",Blue Spoon Coffee,+12126197230,$,4.0,177,[],https://www.yelp.com/biz/blue-spoon-coffee-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
166,friendly-gourmet-pizza-new-york,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 40.70925, 'longitude': -74.0088}",(212) 791-1800,155.4575087976064,QY2VGbMfun6BCJCT6l_lcg,https://s3-media2.fl.yelpcdn.com/bphoto/-TB8E1ZbIxAizWFyf8jwbQ/o.jpg,False,"{'address1': '59 Nassau St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['59 Nassau St', 'New York, NY 10038']}",Friendly Gourmet Pizza,+12127911800,$,3.5,52,"['pickup', 'delivery']",https://www.yelp.com/biz/friendly-gourmet-pizza-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
167,young-city-fish-balls-榕城鱼丸店-new-york,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'soup', 'title': 'Soup'}]","{'latitude': 40.71511, 'longitude': -73.993804}",(212) 274-9702,1355.0426862694833,2EX6_AH5gUj0fBY2YAnNrw,https://s3-media1.fl.yelpcdn.com/bphoto/LcdWJXG_WqhA_MLFnngvGA/o.jpg,False,"{'address1': '21A Eldridge St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['21A Eldridge St', 'New York, NY 10002']}",Young City Fish Balls 榕城鱼丸店,+12122749702,$,4.0,6,[],https://www.yelp.com/biz/young-city-fish-balls-%E6%A6%95%E5%9F%8E%E9%B1%BC%E4%B8%B8%E5%BA%97-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
168,xian-famous-foods-new-york-34,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 40.7209126, 'longitude': -73.996264}",(212) 786-2068,1655.9856885068184,mxjv5RgkTr5qw3wjr2fXmA,https://s3-media4.fl.yelpcdn.com/bphoto/dVEgdkNTqgsQUuE1m3uUVg/o.jpg,False,"{'address1': '68 Kenmare St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['68 Kenmare St', 'New York, NY 10012']}",Xi'an Famous Foods,+12127862068,$,4.0,170,[],https://www.yelp.com/biz/xian-famous-foods-new-york-34?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
169,yiwanmen-new-york-2,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.7193132739237, 'longitude': -73.9962630421457}",(212) 966-8998,1512.9730355908443,LztkKM-lvRraBbS9TVXzcg,https://s3-media3.fl.yelpcdn.com/bphoto/hjqC1FDXcXF-TlnBOZ_-dg/o.jpg,False,"{'address1': '150 Mott St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['150 Mott St', 'New York, NY 10013']}",Yiwanmen,+12129668998,$,3.5,113,[],https://www.yelp.com/biz/yiwanmen-new-york-2?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
170,xe-may-sandwich-shop-new-york,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}]","{'latitude': 40.7272, 'longitude': -73.98493}",(212) 388-1688,2799.013830554115,8M_0cxAChoXl7Ls9YkWJlg,https://s3-media3.fl.yelpcdn.com/bphoto/u07WeKmygCmLFBrXff4k_Q/o.jpg,False,"{'address1': '96 Saint Marks Pl', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['96 Saint Marks Pl', 'New York, NY 10009']}",Xe May Sandwich Shop,+12123881688,$,4.5,576,"['pickup', 'delivery']",https://www.yelp.com/biz/xe-may-sandwich-shop-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
171,jordis-place-new-york-2,"[{'alias': 'spanish', 'title': 'Spanish'}]","{'latitude': 40.7116651976074, 'longitude': -73.9968568004322}",(917) 538-7788,942.0958285157853,AYAcnXMuoczGb3yer7YYlw,https://s3-media2.fl.yelpcdn.com/bphoto/UqMDrkQWBK6NwnxBa40MUQ/o.jpg,False,"{'address1': '51 Catherine St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['51 Catherine St', 'New York, NY 10038']}",Jordis Place,+19175387788,$,4.5,8,"['delivery', 'pickup']",https://www.yelp.com/biz/jordis-place-new-york-2?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
172,h-k-wonton-garden-new-york,"[{'alias': 'cantonese', 'title': 'Cantonese'}, {'alias': 'noodles', 'title': 'Noodles'}]","{'latitude': 40.7164688110352, 'longitude': -73.9992752075195}",(212) 349-1495,1106.853386138781,XkL6fOBtaIqVCMXVCY9row,https://s3-media3.fl.yelpcdn.com/bphoto/J79eS8begNUXsov4_OKkBw/o.jpg,False,"{'address1': '79 Mulberry St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['79 Mulberry St', 'New York, NY 10013']}",H K Wonton Garden,+12123491495,$,3.5,712,"['pickup', 'delivery']",https://www.yelp.com/biz/h-k-wonton-garden-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
173,captain-fried-chicken-new-york,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'latitude': 40.71201, 'longitude': -73.9986}",(212) 587-0281,824.0470747982642,PQupJhGVIyKBc17UbSbjaw,https://s3-media2.fl.yelpcdn.com/bphoto/y7cyco74gLCpkXpEPF2hlA/o.jpg,False,"{'address1': '39 Madison St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['39 Madison St', 'New York, NY 10038']}",Captain Fried Chicken,+12125870281,$,3.5,14,[],https://www.yelp.com/biz/captain-fried-chicken-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
174,sau-voi-new-york,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 40.717803, 'longitude': -74.000921}",(212) 226-8184,1158.5827774231775,24pNiQ72V7ZTg6bvHKXjuw,https://s3-media2.fl.yelpcdn.com/bphoto/a6HbxzXInd-uuJ7NJ-prTw/o.jpg,False,"{'address1': '101 Lafayette St', 'address2': 'Fl 3', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['101 Lafayette St', 'Fl 3', 'New York, NY 10013']}",Sau Voi,+12122268184,$,4.0,237,[],https://www.yelp.com/biz/sau-voi-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
175,peasant-stock-new-york-2,"[{'alias': 'soup', 'title': 'Soup'}]","{'latitude': 40.7188335, 'longitude': -73.9878529}",(212) 254-7687,1994.9861894894564,uqBZzJXrsw0c7SJ2hcJ8HQ,https://s3-media4.fl.yelpcdn.com/bphoto/rbJqem3k5fF8DbcduoxZdg/o.jpg,False,"{'address1': '120 Essex St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['120 Essex St', 'New York, NY 10002']}",Peasant Stock,+12122547687,$,4.5,42,[],https://www.yelp.com/biz/peasant-stock-new-york-2?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
176,froggys-place-new-york-3,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'filipino', 'title': 'Filipino'}, {'alias': 'poke', 'title': 'Poke'}]","{'latitude': 40.720539, 'longitude': -73.984699}",,2321.4882662232644,CJClutA-y4g7vfx-sMHQ5Q,https://s3-media2.fl.yelpcdn.com/bphoto/4F4Z_DvS4KiIyb-S28Pf5Q/o.jpg,False,"{'address1': '43 Clinton St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['43 Clinton St', 'New York, NY 10002']}",Froggy's Place,,$,4.5,23,"['pickup', 'delivery']",https://www.yelp.com/biz/froggys-place-new-york-3?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
177,mings-caffe-new-york-2,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.714321, 'longitude': -73.990509}",(212) 978-1888,1550.926164732621,nrPfcOC4mGnEL-9CpoGhMg,https://s3-media1.fl.yelpcdn.com/bphoto/vgCU2O31el1_g1bEKxgmLA/o.jpg,False,"{'address1': '28 Canal St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['28 Canal St', 'New York, NY 10002']}",Ming's Caffe,+12129781888,$,4.0,100,[],https://www.yelp.com/biz/mings-caffe-new-york-2?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
178,banh-mi-zon-new-york-4,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}]","{'latitude': 40.7256861, 'longitude': -73.9842575}",(646) 524-6384,2717.489578375775,Ew3d7Vt18c1MH4_X6ogxQQ,https://s3-media3.fl.yelpcdn.com/bphoto/qBFuoH5IMV476bZO8gg8MA/o.jpg,False,"{'address1': '443 E 6th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['443 E 6th St', 'New York, NY 10009']}",Banh Mi Zon,+16465246384,$,4.5,296,"['pickup', 'delivery']",https://www.yelp.com/biz/banh-mi-zon-new-york-4?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
179,nam-son-vietnamese-restaurant-new-york,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]","{'latitude': 40.71818, 'longitude': -73.994333}",(212) 966-6507,1526.8686579414705,bYolHbAgMb-zOHpa41Lp0Q,https://s3-media2.fl.yelpcdn.com/bphoto/v1nplhCp9bvvsccHmL2srQ/o.jpg,False,"{'address1': '245 Grand St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['245 Grand St', 'New York, NY 10002']}",Nam Son Vietnamese Restaurant,+12129666507,$,3.5,487,[],https://www.yelp.com/biz/nam-son-vietnamese-restaurant-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
180,justinos-pizzeria-new-york-3,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 40.7039403, 'longitude': -74.0104079}",(212) 797-9292,577.9347899163143,096LKIm7omuiwKY3rcUQqA,https://s3-media3.fl.yelpcdn.com/bphoto/glPS-r1IKMIzmCVK_SlOxg/o.jpg,False,"{'address1': '77 Pearl St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['77 Pearl St', 'New York, NY 10004']}",Justino's Pizzeria,+12127979292,$,3.5,112,"['pickup', 'delivery']",https://www.yelp.com/biz/justinos-pizzeria-new-york-3?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
181,bo-ky-restaurant-new-york,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}]","{'latitude': 40.71579, 'longitude': -73.99867}",(212) 406-2292,1086.6620423205707,kWJF8L1u5jdlkLBItUu16w,https://s3-media2.fl.yelpcdn.com/bphoto/GEyYAwGej3q5xt5Dbm0ntA/o.jpg,False,"{'address1': '80 Bayard St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['80 Bayard St', 'New York, NY 10013']}",Bo Ky Restaurant,+12124062292,$,3.5,675,[],https://www.yelp.com/biz/bo-ky-restaurant-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
182,westside-coffee-shop-new-york,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'latin', 'title': 'Latin American'}]","{'latitude': 40.72009, 'longitude': -74.00366}",(212) 334-0185,1316.4521610301927,iAiQP9RjAxv395tpjb8IUA,https://s3-media2.fl.yelpcdn.com/bphoto/Ods_aLCcTNAKONqsq7u9pA/o.jpg,False,"{'address1': '323 Church St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['323 Church St', 'New York, NY 10013']}",Westside Coffee Shop,+12123340185,$,4.0,71,"['delivery', 'pickup']",https://www.yelp.com/biz/westside-coffee-shop-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
183,wk-restaurant-new-york-2,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.7155, 'longitude': -73.99836}",(212) 227-1333,1074.1516259815744,KavW0SjAiElP2ajaexNQDQ,https://s3-media1.fl.yelpcdn.com/bphoto/M3mYJV44jTSipyX_iWIsMg/o.jpg,False,"{'address1': '69 Bayard St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['69 Bayard St', 'New York, NY 10013']}",WK Restaurant,+12122271333,$,4.0,59,[],https://www.yelp.com/biz/wk-restaurant-new-york-2?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
184,the-best-of-new-york-food-new-york,"[{'alias': 'delis', 'title': 'Delis'}]","{'latitude': 40.70656, 'longitude': -74.00618}",(212) 952-1890,258.8981251386179,zjks9r34-5cw9FrONfpsCg,https://s3-media3.fl.yelpcdn.com/bphoto/DeZZ87WfaAKb5jVxWUrVNQ/o.jpg,False,"{'address1': '150 Water St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10005', 'country': 'US', 'state': 'NY', 'display_address': ['150 Water St', 'New York, NY 10005']}",The Best of New York Food,+12129521890,$,3.5,81,"['pickup', 'delivery']",https://www.yelp.com/biz/the-best-of-new-york-food-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
185,china-town-food-market-new-york,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.718555, 'longitude': -73.995567}",,1481.4398847420553,4qR-Q4EQb2vXC62OZC6jdw,https://s3-media2.fl.yelpcdn.com/bphoto/9zqRT4moVS9S3M-jm7BFcw/o.jpg,False,"{'address1': '223 Grand St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['223 Grand St', 'New York, NY 10013']}",China Town Food Market,,$,4.5,3,[],https://www.yelp.com/biz/china-town-food-market-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
